skip	dateOrder	dateShipment	dateCelebration	instagram	name	phoneNumber	city	novaPoshta	paymentDate	sentDate	description	paymentCheck	sentCheck
984	2019-03-22	2019-03-27		zaglushka	Заглушка	80620000000	Донецк	1	2019-03-27	2019-03-27		1	1
985	2019-03-22	2019-03-26		zaglushka	Заглушка	80620000000	Донецк	1	2019-03-26	2019-03-26		1	1
986	2019-03-20	2019-03-25		zaglushka	Заглушка	80620000000	Донецк	1	2019-03-25	2019-03-25		1	1
987	2019-03-21	2019-03-27		zaglushka	Заглушка	80620000000	Донецк	1	2019-03-27	2019-03-27		1	1
988	2019-03-20	2019-04-02		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-02	2019-04-02		1	1
989	2019-03-24	2019-04-02		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-02	2019-04-02		1	1
990	2019-03-25	2019-03-27		zaglushka	Заглушка	80620000000	Донецк	1	2019-03-27	2019-03-27		1	1
991	2019-03-25	2019-03-26		zaglushka	Заглушка	80620000000	Донецк	1	2019-03-26	2019-03-26		1	1
992	2019-03-25	2019-04-09		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-09	2019-04-09		1	1
993	2019-03-25	2019-03-26		zaglushka	Заглушка	80620000000	Донецк	1	2019-03-26	2019-03-26		1	1
994	2019-03-25	2019-04-03		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-03	2019-04-03		1	1
995	2019-03-31	2019-04-01		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-01	2019-04-01		1	1
996	2019-03-30	2019-04-05		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-05	2019-04-05		1	1
997	2019-03-30	2019-04-08		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-08	2019-04-08		1	1
998	2019-03-30	2019-04-04		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-04	2019-04-04		1	1
999	2019-03-28	2019-04-01		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-01	2019-04-01		1	1
1000	2019-03-26	2019-04-02		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-02	2019-04-02		1	1
1001	2019-04-02	2019-04-03		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-03	2019-04-03		1	1
1002	2019-04-01	2019-04-09		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-09	2019-04-09		1	1
1003	2019-04-01	2019-04-03		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-03	2019-04-03		1	1
1004	2019-04-01	2019-04-09		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-09	2019-04-09		1	1
1005	2019-04-01	2019-04-05		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-05	2019-04-05		1	1
1006	2019-04-02	2019-04-04		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-04	2019-04-04		1	1
1007	2019-04-04	2019-04-04		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-04	2019-04-04		1	1
1008	2019-04-04	2019-04-11		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-11	2019-04-11		1	1
1009	2019-04-04	2019-04-10		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-10	2019-04-10		1	1
1010	2019-04-04	2019-04-15		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-15	2019-04-15		1	1
1011	2019-04-05	2019-04-08		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-08	2019-04-08		1	1
1012	2019-04-04	2019-04-09		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-09	2019-04-09		1	1
1013	2019-04-08	2019-04-09		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-23	2019-04-09		1	1
1014	2019-04-08	2019-04-10		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-10	2019-04-10		1	1
1015	2019-04-08	2019-04-17		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-17	2019-04-17		1	1
1016	2019-04-08	2019-04-16		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-16	2019-04-16		1	1
1017	2019-04-08	2019-04-15		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-15	2019-04-15		1	1
1018	2019-04-08	2019-04-12		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-12	2019-04-12		1	1
1019	2019-04-09	2019-04-10		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-10	2019-04-10		1	1
1020	2019-04-09	2019-04-10		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-10	2019-04-10		1	1
1021	2019-04-09	2019-04-11		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-11	2019-04-11		1	1
1022	2019-04-10	2019-04-11		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-11	2019-04-11		1	1
1023	2019-04-10	2019-04-16		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-16	2019-04-16		1	1
1024	2019-04-10	2019-04-11		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-11	2019-04-11		1	1
1025	2019-04-11	2019-04-12		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-12	2019-04-12		1	1
1026	2019-04-11	2019-04-16		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-16	2019-04-16		1	1
1027	2019-04-11	2019-04-12		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-12	2019-04-12		1	1
1028	2019-04-14	2019-04-26	2019-09-13	zaglushka	Заглушка	80620000000	Донецк	1	2019-04-23	2019-04-27		1	1
1029	2019-04-14	2019-04-16		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-16	2019-04-16		1	1
1030	2019-04-14	2019-04-23		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-23	2019-04-23		1	1
1031	2019-04-13	2019-04-16		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-16	2019-04-16		1	1
1032	2019-04-14	2019-04-17		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-17	2019-04-17		1	1
1033	2019-04-13	2019-04-16		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-16	2019-04-16		1	1
1034	2019-04-13	2019-04-15		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-15	2019-04-15		1	1
1035	2019-04-16	2019-04-16		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-16	2019-04-16		1	1
1036	2019-04-14	2019-04-26	2019-05-07	zaglushka	Заглушка	80620000000	Донецк	1	2019-04-26	2019-04-26		1	1
1037	2019-04-16	2019-04-17		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-17	2019-04-17		1	1
1038	2019-04-16	2019-04-25		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-25	2019-04-25		1	1
1039	2019-04-16	2019-04-22		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-23	2019-04-22		1	1
1040	2019-04-16	2019-04-24	2019-05-07	zaglushka	Заглушка	80620000000	Донецк	1	2019-04-24	2019-04-24		1	1
1041	2019-04-16	2019-04-18		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-18	2019-04-18		1	1
1042	2019-04-16	2019-04-18		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-18	2019-04-18		1	1
1043	2019-04-16	2019-04-18		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-18	2019-04-18		1	1
1044	2019-04-17	2019-04-18		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-18	2019-04-18		1	1
1045	2019-04-17	2019-04-19		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-19	2019-04-19		1	1
1046	2019-04-17	2019-04-18		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-18	2019-04-18		1	1
1047	2019-04-17	2019-04-23		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-23	2019-04-23		1	1
1048	2019-04-17	2019-04-22		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-22	2019-04-22		1	1
1049	2019-04-17	2019-04-18		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-18	2019-04-18		1	1
1050	2019-04-18	2019-04-23		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-23	2019-04-23		1	1
1051	2019-04-18	2019-04-19		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-19	2019-04-19		1	1
1052	2019-04-21	2019-04-26		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-26	2019-04-26		1	1
1053	2019-04-21	2019-04-24	2019-04-30	zaglushka	Заглушка	80620000000	Донецк	1	2019-04-24	2019-04-24		1	1
1054	2019-04-19	2019-04-23		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-23	2019-04-23		1	1
1055	2019-04-19	2019-04-22		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-22	2019-04-22		1	1
1056	2019-04-22	2019-04-23		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-23	2019-04-23		1	1
1057	2019-04-22	2019-04-25		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-25	2019-04-25		1	1
1058	2019-04-23	2019-04-26		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-26	2019-04-26		1	1
1059	2019-04-23	2019-04-26		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-26	2019-04-26		1	1
1060	2019-04-22	2019-04-24		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-25	2019-04-24		1	1
1061	2019-04-22	2019-04-25		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-25	2019-04-25		1	1
1062	2019-04-22	2019-04-26		zaglushka	Заглушка	80620000000	Донецк	1	2019-05-07	2019-04-28	НАЛОЖКА	1	1
1063	2019-04-22	2019-04-26		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-26	2019-04-26		1	1
1064	2019-04-23	2019-04-23		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-23	2019-04-23		1	1
1067	2019-04-23	2019-04-25	2019-05-02	zaglushka	Заглушка	80620000000	Донецк	1	2019-04-23	2019-04-25		1	1
1068	2019-04-23	2019-05-14	2019-06-14	zaglushka	Заглушка	80620000000	Донецк	1	2019-04-25	2019-05-15		1	1
1072	2019-04-24	2019-04-26	2019-05-04	zaglushka	Заглушка	80620000000	Донецк	1	2019-04-24	2019-04-26		1	1
1073	2019-04-24	2019-04-26		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-25	2019-04-26		1	1
1074	2019-04-25	2019-04-26	2019-05-04	zaglushka	Заглушка	80620000000	Донецк	1	2019-04-25	2019-04-28		1	1
1075	2019-04-25	2019-04-26	2019-05-10	zaglushka	Заглушка	80620000000	Донецк	1	2019-04-25	2019-04-27		1	1
1076	2019-04-26	2019-04-26		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-26	2019-04-26		1	1
1077	2019-04-26	2019-04-26		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-26	2019-04-26		1	1
1078	2019-04-26	2019-04-26	2019-05-05	zaglushka	Заглушка	80620000000	Донецк	1	2019-04-26	2019-04-26		1	1
1079	2019-04-26	2019-05-06	2019-05-11	zaglushka	Заглушка	80620000000	Донецк	1	2019-04-26	2019-05-06		1	1
1081	2019-04-27	2019-04-29		zaglushka	Заглушка	80620000000	Донецк	1	2019-04-28	2019-05-04		1	1
1082	2019-04-28	2019-04-30	2019-06-01	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-04	2019-05-04		1	1
1083	2019-04-26	2019-05-06	2019-05-16	zaglushka	Заглушка	80620000000	Донецк	1	2019-04-28	2019-05-06		1	1
1084	2019-05-03	2019-05-10	2019-05-18	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-04	2019-05-11		1	1
1085	2019-05-03	2019-05-10	2019-05-18	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-03	2019-05-11		1	1
1086	2019-04-30	2019-05-06	2019-05-09	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-04	2019-05-06		1	1
1087	2019-05-01	2019-05-08	2019-05-18	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-04	2019-05-09		1	1
1088	2019-05-01	2019-05-07	2019-06-11	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-04	2019-05-08		1	1
1089	2019-04-30	2019-05-06	2019-05-11	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-04	2019-05-06		1	1
1090	2019-05-04	2019-05-06	2019-06-01	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-04	2019-05-06		1	1
1091	2019-05-04	2019-05-07	2019-05-11	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-04	2019-05-08		1	1
1092	2019-05-04	2019-05-08	2019-06-22	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-06	2019-05-09		1	1
1093	2019-05-05	2019-05-14	2019-06-01	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-05	2019-05-15		1	1
1094	2019-05-05	2019-05-10	2019-06-01	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-05	2019-05-11		1	1
1095	2019-05-05	2019-05-13	2019-05-25	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-06	2019-05-13		1	1
1096	2019-05-06	2019-05-14	2019-07-07	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-06	2019-05-15		1	1
1097	2019-05-06	2019-05-07	2019-05-10	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-06	2019-05-08		1	1
1098	2019-05-06	2019-05-08	2019-05-18	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-06	2019-05-09		1	1
1099	2019-05-05	2019-05-07	2019-05-11	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-07	2019-05-08		1	1
1101	2019-05-05	2019-05-10	2019-05-18	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-06	2019-05-11		1	1
1102	2019-05-06	2019-05-07	2019-05-11	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-06	2019-05-08		1	1
1103	2019-05-06	2019-05-08	2019-05-12	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-06	2019-05-09		1	1
1104	2019-05-06	2019-05-13	2019-05-16	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-06	2019-05-13		1	1
1106	2019-05-06	2019-05-10	2019-05-13	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-06	2019-05-11		1	1
1107	2019-05-06	2019-05-15	2019-06-12	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-06	2019-05-15		1	1
1108	2019-05-06	2019-05-07	2019-05-10	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-06	2019-05-08		1	1
1110	2019-05-07	2019-05-07	2019-05-08	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-07	2019-05-08		1	1
1111	2019-05-07	2019-05-08	2019-05-11	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-07	2019-05-09		1	1
1112	2019-05-07	2019-05-16	2019-05-25	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-09	2019-05-16		1	1
1113	2019-05-08	2019-05-20	2019-06-06	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-09	2019-05-20		1	1
1114	2019-05-08	2019-05-17	2019-05-22	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-09	2019-05-17		1	1
1115	2019-05-08	2019-05-22	2019-06-08	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-09	2019-05-22		1	1
1116	2019-05-08	2019-05-13	2019-05-16	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-09	2019-05-13		1	1
1118	2019-05-08	2019-05-10	2019-05-11	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-09	2019-05-11		1	1
1119	2019-05-08	2019-05-10	2019-05-15	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-09	2019-05-11		1	1
1120	2019-05-09	2019-05-15	2019-06-14	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-09	2019-05-15		1	1
1121	2019-05-09	2019-05-15	2019-06-06	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-09	2019-05-15		1	1
1122	2019-05-10	2019-05-13	2019-05-18	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-11	2019-05-13		1	1
1123	2019-05-10	2019-05-17	2019-05-25	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-11	2019-05-17		1	1
1124	2019-05-11	2019-05-17	2019-06-04	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-11	2019-05-17		1	1
1125	2019-05-09	2019-05-17	2019-05-27	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-11	2019-05-17		1	1
1127	2019-05-11	2019-05-22	2019-05-03	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-11	2019-05-22		1	1
1130	2019-05-09	2019-05-29	2019-06-28	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-22	2019-05-29		1	1
1131	2019-05-11	2019-05-24	2019-06-22	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-11	2019-05-26		1	1
1132	2019-05-12	2019-05-14	2019-05-17	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-13	2019-05-15		1	1
1134	2019-05-12	2019-05-21	2019-06-19	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-13	2019-05-21		1	1
1135	2019-05-11	2019-05-15		zaglushka	Заглушка	80620000000	Донецк	1	2019-05-13	2019-05-15		1	1
1136	2019-05-04	2019-05-16	2019-05-25	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-13	2019-05-16		1	1
1137	2019-05-13	2019-05-16	2019-06-06	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-13	2019-05-16		1	1
1138	2019-05-11	2019-05-13	2019-05-18	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-13	2019-05-13		1	1
1140	2019-05-14	2019-05-15	2019-05-23	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-14	2019-05-15		1	1
1143	2019-05-13	2019-05-23	2019-06-01	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-22	2019-05-23		1	1
1144	2019-05-13	2019-05-14	2019-05-18	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-14	2019-05-15		1	1
1145	2019-05-13	2019-05-20	2019-05-27	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-20	2019-05-20		1	1
1146	2019-05-14	2019-05-15	2019-05-18	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-14	2019-05-15		1	1
1147	2019-05-14	2019-05-29	2019-07-10	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-23	2019-05-29		1	1
1148	2019-05-15	2019-05-16	2019-05-18	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-15	2019-05-16		1	1
1149	2019-05-15	2019-05-22	2019-06-17	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-15	2019-05-22		1	1
1150	2019-05-15	2019-05-23	2019-05-30	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-15	2019-05-23		1	1
1151	2019-05-16	2019-05-17	2019-05-23	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-16	2019-05-17		1	1
1152	2019-05-16	2019-05-27	2019-06-14	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-16	2019-05-27		1	1
1153	2019-05-16	2019-05-27	2019-06-12	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-16	2019-05-27		1	1
1155	2019-05-16	2019-05-24	2019-06-05	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-16	2019-05-26		1	1
1156	2019-05-16	2019-05-27	2019-06-02	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-16	2019-05-27		1	1
1158	2019-05-15	2019-05-20	2019-05-26	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-16	2019-05-20		1	1
1159	2019-05-16	2019-05-21	2019-06-02	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-16	2019-05-21		1	1
1160	2019-05-16	2019-05-20	2019-05-26	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-16	2019-05-20		1	1
1161	2019-05-14	2019-05-21	2019-05-24	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-20	2019-05-21		1	1
1162	2019-05-18	2019-05-27	2019-06-20	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-20	2019-05-27		1	1
1163	2019-05-20	2019-05-22	2019-05-25	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-20	2019-05-22		1	1
1164	2019-05-20	2019-05-20		zaglushka	Заглушка	80620000000	Донецк	1	2019-05-20	2019-05-20		1	1
1165	2019-05-17	2019-05-20		zaglushka	Заглушка	80620000000	Донецк	1	2019-05-20	2019-05-20		1	1
1166	2019-05-20	2019-05-30		zaglushka	Заглушка	80620000000	Донецк	1	2019-05-30	2019-05-30		1	1
1168	2019-05-20	2019-05-29	2019-05-30	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-20	2019-05-29		1	1
1169	2019-05-20	2019-05-29	2019-06-08	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-20	2019-05-29		1	1
1170	2019-05-20	2019-05-21	2019-05-24	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-20	2019-05-21		1	1
1171	2019-05-20	2019-05-21	2019-05-24	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-20	2019-05-21		1	1
1172	2019-05-20	2019-05-22	2019-05-25	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-20	2019-05-22		1	1
1173	2019-05-20	2019-05-24	2019-05-28	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-26	2019-05-26		1	1
1174	2019-05-21	2019-05-22	2019-05-24	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-22	2019-05-22		1	1
1175	2019-05-21	2019-05-29	2019-06-10	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-23	2019-05-29		1	1
1177	2019-05-21	2019-05-23	2019-06-01	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-22	2019-05-23		1	1
1178	2019-05-21	2019-05-28	2019-06-05	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-22	2019-05-28		1	1
1179	2019-05-23	2019-06-04	2019-06-20	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-27	2019-06-05		1	1
1180	2019-05-23	2019-05-31	2019-06-05	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-23	2019-05-31		1	1
1181	2019-05-23	2019-05-24	2019-05-27	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-23	2019-05-26		1	1
1182	2019-05-23	2019-05-29	2019-06-27	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-23	2019-05-29		1	1
1184	2019-05-23	2019-05-30		zaglushka	Заглушка	80620000000	Донецк	1	2019-05-23	2019-05-30		1	1
1185	2019-05-23	2019-05-30	2019-06-22	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-23	2019-05-30		1	1
1186	2019-05-23	2019-05-24	2019-05-25	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-23	2019-05-26		1	1
1187	2019-05-27	2019-05-27	2019-05-29	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-27	2019-05-27		1	1
1188	2019-05-24	2019-05-27	2019-05-30	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-27	2019-05-27		1	1
1189	2019-05-23	2019-05-30	2019-07-11	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-27	2019-05-30		1	1
1190	2019-05-26	2019-05-31	2019-08-10	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-27	2019-05-31		1	1
1191	2019-05-24	2019-06-04	2019-06-15	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-27	2019-06-05		1	1
1192	2019-05-25	2019-05-28	2019-05-30	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-27	2019-05-28		1	1
1193	2019-05-27	2019-05-27		zaglushka	Заглушка	80620000000	Донецк	1	2019-05-28	2019-05-27		1	1
1194	2019-05-24	2019-05-29		zaglushka	Заглушка	80620000000	Донецк	1	2019-05-28	2019-05-29		1	1
1195	2019-05-17	2019-05-29	2019-05-31	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-28	2019-05-29		1	1
1196	2019-05-28	2019-05-28		zaglushka	Заглушка	80620000000	Донецк	1	2019-05-28	2019-05-28		1	1
1197	2019-05-28	2019-05-28	2019-05-31	zaglushka	Заглушка	80620000000	Донецк	1	2019-06-06	2019-05-28		1	1
1198	2019-05-28	2019-05-29	2019-06-01	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-28	2019-05-29		1	1
1199	2019-05-28	2019-06-06		zaglushka	Заглушка	80620000000	Донецк	1	2019-05-28	2019-06-07		1	1
1200	2019-05-27	2019-06-05	2019-06-23	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-28	2019-06-05		1	1
1201	2019-05-27	2019-06-05	2019-06-22	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-28	2019-06-05		1	1
1202	2019-05-25	2019-05-29	2019-06-01	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-28	2019-05-29		1	1
1203	2019-05-28	2019-06-05	2019-06-15	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-28	2019-06-05		1	1
1204	2019-05-29	2019-05-30	2019-06-01	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-29	2019-05-30		1	1
1205	2019-05-29	2019-05-31	2019-06-11	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-29	2019-05-31		1	1
1206	2019-05-29	2019-05-31	2019-06-18	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-29	2019-05-31		1	1
1207	2019-05-29	2019-05-30	2019-06-01	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-29	2019-05-30		1	1
1208	2019-05-30	2019-05-31	2019-06-02	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-31	2019-05-31		1	1
1209	2019-05-30	2019-06-06	2019-07-06	zaglushka	Заглушка	80620000000	Донецк	1	2019-05-31	2019-06-07		1	1
1211	2019-06-02	2019-06-03	2019-06-08	zaglushka	Заглушка	80620000000	Донецк	1	2019-06-02	2019-06-03		1	1
1212	2019-06-01	2019-06-06	2019-06-22	zaglushka	Заглушка	80620000000	Донецк	1	2019-06-02	2019-06-07		1	1
1213	2019-05-27	2019-06-10	2019-06-22	zaglushka	Заглушка	80620000000	Донецк	1	2019-06-03	2019-06-10		1	1
1214	2019-05-30	2019-06-03	2019-06-08	zaglushka	Заглушка	80620000000	Донецк	1	2019-06-03	2019-06-03		1	1
1215	2019-06-02	2019-06-03		zaglushka	Заглушка	80620000000	Донецк	1	2019-06-03	2019-06-03		1	1
1216	2019-05-31	2019-06-03	2019-06-07	zaglushka	Заглушка	80620000000	Донецк	1	2019-06-03	2019-06-03		1	1
1218	2019-06-03	2019-06-04	2019-06-08	zaglushka	Заглушка	80620000000	Донецк	1	2019-06-04	2019-06-05		1	1
1219	2019-06-02	2019-06-04	2019-06-08	zaglushka	Заглушка	80620000000	Донецк	1	2019-06-04	2019-06-05		1	1
1220	2019-06-04	2019-06-10	2019-06-22	zaglushka	Заглушка	80620000000	Донецк	1	2019-06-04	2019-06-10		1	1
1221	2019-06-03	2019-06-10	2019-08-03	zaglushka	Заглушка	80620000000	Донецк	1	2019-06-04	2019-06-10		1	1
1222	2019-06-03	2019-06-06	2019-06-12	zaglushka	Заглушка	80620000000	Донецк	1	2019-06-04	2019-06-07		1	1
1223	2019-06-04	2019-06-05	2019-06-10	zaglushka	Заглушка	80620000000	Донецк	1	2019-06-04	2019-06-05		1	1
1224	2019-06-04	2019-06-05	2019-06-08	zaglushka	Заглушка	80620000000	Донецк	1	2019-06-04	2019-06-05		1	1
1225	2019-06-03	2019-06-10	2019-06-14	zaglushka	Заглушка	80620000000	Донецк	1	2019-06-04	2019-06-10		1	1
1228	2019-06-04	2019-06-10	2019-06-13	zaglushka	Заглушка	80620000000	Донецк	1	2019-06-10	2019-06-10		1	1
1230	2019-06-03	2019-06-11	2019-06-17	zaglushka	Заглушка	80620000000	Донецк	1	2019-06-06	2019-06-11		1	1
